"id","contestant_id","season_id","franchise_id","contestant","hometown","age","rank","link_image"
"F10S02C03","Q112","F10S02","F10","Morgan McMichaels","Mira Loma, California","28","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/76/MorganMcMichaelsS2CastMug.png"
"F10S02C04","Q113","F10S02","F10","Mystique Summers Madison","Bedford, Texas","25","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/d6/MystiqueSummersMadisonS2CastMug.png"
"F10S02C05","Q114","F10S02","F10","Nicole Paige Brooks","Atlanta, Georgia","36","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/c5/NicolePaigeBrooksS2CastMug.png"
"F10S02C06","Q115","F10S02","F10","Pandora Boxx","Rochester, New York","37","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/98/PandoraBoxxS2CastMug.png"
"F10S02C07","Q116","F10S02","F10","Raven","Riverside, California","30","Runner-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/68/RavenS2CastMug.png"
"F10S02C08","Q117","F10S02","F10","Sahara Davenport","New York City, New York","25","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/b/b1/SaharaDavenportS2CastMug.png"
"F10S02C09","Q118","F10S02","F10","Shangela Laquifa Wadley","Los Angeles, California","28","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/7f/ShangelaS2CastMug.png"
"F10S02C10","Q111","F10S02","F10","Sonique","Atlanta, Georgia","26","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/97/SoniqueS2CastMug.png"
"F10S02C11","Q119","F10S02","F10","Tatianna","Falls Church, Virginia","20","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/63/TatiannaS2CastMug.png"
"F10S02C12","Q120","F10S02","F10","Tyra Sanchez","Orlando, Florida","21","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/d5/TyraSanchezS2CastMug.png"
"F10S03C01","Q121","F10S03","F10","Alexis Mateo","St. Petersburg, Florida","30","3rd place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/ee/AlexisMateoS3CastMug.jpeg"
"F10S03C02","Q122","F10S03","F10","Carmen Carrera","Elmwood Park, New Jersey","25","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/66/CarmenCarreraS3CastMug.jpeg"
"F10S03C03","Q123","F10S03","F10","Delta Work","Norwalk, California","34","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/95/DeltaWorkS3CastMug.jpeg"
"F10S03C04","Q124","F10S03","F10","India Ferrah","Dayton, Ohio","23","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/06/IndiaFerrahS3CastMug.jpeg"
"F10S03C05","Q125","F10S03","F10","Manila Luzon","New York City, New York","28","Runner-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/88/ManilaLuzonS3CastMug.jpeg"
"F10S03C06","Q126","F10S03","F10","Mariah","Atlanta, Georgia","29","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/20/MariahParisBalenciagaS3CastMug.jpeg"
"F10S03C07","Q127","F10S03","F10","Mimi Imfurst","New York City, New York","26","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/66/MimiImfurstS3CastMug.jpeg"
"F10S03C08","Q128","F10S03","F10","Phoenix","Atlanta, Georgia","29","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/44/PhoenixS3CastMug.jpeg"
"F10S03C09","Q129","F10S03","F10","Raja","Los Angeles, California","36","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f8/RajaS3CastMug.jpeg"
"F10S03C10","Q118","F10S03","F10","Shangela","Los Angeles, California","28","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/fa/ShangelaS3CastMug.jpeg"
"F10S03C11","Q130","F10S03","F10","Stacy Layne Matthews","Raynham, North Carolina","25","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/5/53/StacyLayneMatthewsS3CastMug.jpeg"
"F10S03C12","Q131","F10S03","F10","Venus D-Lite","Los Angeles, California","26","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/8b/VenusD-LiteS3CastMug.jpeg"
"F10S03C13","Q132","F10S03","F10","Yara Sofia","Manatí, Puerto Rico","26","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/c8/YaraSofiaS3CastMug.jpeg"
"F10S04C01","Q133","F10S04","F10","Alisa Summers","Tampa, Florida","23","12th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/68/AlisaSummersS4CastMug.png"
"F10S04C02","Q134","F10S04","F10","Chad Michaels","San Diego, California","40","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/ea/ChadMichaelsS4CastMug.jpg"
"F10S04C03","Q135","F10S04","F10","Dida Ritz","Chicago, Illinois","25","6th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f9/DidaRitzS4CastMug.jpg"
"F10S04C04","Q136","F10S04","F10","Jiggly Caliente","New York City, New York","30","7th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/af/JigglyCalienteS4CastMug.jpg"
"F10S04C05","Q137","F10S04","F10","Kenya Michaels","Dorado, Puerto Rico","21","5th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/01/KenyaMichaelsS4CastMug.jpg"
"F10S04C06","Q138","F10S04","F10","Lashauwn Beyond","Fort Lauderdale, Florida","21","11th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/a5/LashauwnBeyondS4CastMug.jpg"
"F10S04C07","Q139","F10S04","F10","Latrice Royale","South Beach, Florida","39","4th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/7a/LatriceRoyaleS4CastMug.jpg"
"F10S04C08","Q140","F10S04","F10","Madame LaQueer","Carolina, Puerto Rico","29","9th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/04/MadameLaQueerS4CastMug.jpg"
"F10S04C09","Q141","F10S04","F10","Milan","New York City, New York","36","8th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/6f/MilanS4CastMug.jpg"
"F10S04C10","Q142","F10S04","F10","Phi Phi O'Hara","Chicago, Illinois","25","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/46/PhiPhiO%27HaraS4CastMug.jpg"
"F10S04C11","Q143","F10S04","F10","Sharon Needles","Pittsburgh, Pennsylvania","29","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/fd/SharonNeedlesS4CastMug.jpg"
"F10S04C12","Q144","F10S04","F10","The Princess","Chicago, Illinois","31","10th Place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/d9/ThePrincessS4CastMug.jpg"
"F10S04C13","Q145","F10S04","F10","Willam","Los Angeles, California","29","Disqualified","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/7c/WillamS4CastMug.jpg"
"F10S05C01","Q146","F10S05","F10","Alaska","Pittsburgh, Pennsylvania","27","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/8e/AlaskaS5CastMug.jpg"
"F10S05C02","Q147","F10S05","F10","Alyssa Edwards","Mesquite, Texas","32","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/45/AlyssaEdwardsS5CastMug.jpg"
"F10S05C03","Q148","F10S05","F10","Coco Montrese","Las Vegas, Nevada","37","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/00/CocoMontreseS5CastMug.jpg"
"F10S05C04","Q149","F10S05","F10","Detox","Los Angeles, California","27","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/96/DetoxS5CastMug.jpg"
"F10S05C05","Q150","F10S05","F10","Honey Mahogany","San Francisco, California","29","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/90/HoneyMahoganyS5CastMug.jpg"
"F10S05C06","Q151","F10S05","F10","Ivy Winters","New York City, New York","26","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/6c/IvyWintersS5CastMug.jpg"
"F10S05C07","Q152","F10S05","F10","Jade Jolie","Gainesville, Florida","25","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f2/JadeJolieS5CastMug.jpg"
"F10S05C08","Q153","F10S05","F10","Jinkx Monsoon","Seattle, Washington","24","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/b/b4/JinkxMonsoonS5CastMug.jpg"
"F10S05C09","Q154","F10S05","F10","Lineysha Sparx","San Juan, Puerto Rico","24","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/c9/LineyshaSparxS5CastMug.jpg"
"F10S05C10","Q155","F10S05","F10","Monica Beverly Hillz","Owensboro, Kentucky","27","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/2e/MonicaBeverlyHillzS5CastMug.jpg"
"F10S05C11","Q156","F10S05","F10","Penny Tration","Cincinnati, Ohio","39","14th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f8/PennyTrationS5CastMug.jpg"
"F10S05C12","Q157","F10S05","F10","Roxxxy Andrews","Orlando, Florida","28","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/7e/RoxxxyAndrewsS5CastMug.jpg"
"F10S05C13","Q158","F10S05","F10","Serena ChaCha","Tallahassee, Florida","21","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/da/SerenaChaChaS5CastMug.jpg"
"F10S05C14","Q159","F10S05","F10","Vivienne Pinay","New York City, New York","26","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/ea/ViviennePinayS5CastMug.jpg"
"F10S06C01","Q160","F10S06","F10","Adore Delano","Azusa, California","23","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/d2/AdoreDelanoS6CastMug.png"
"F10S06C02","Q161","F10S06","F10","April Carrión","Guaynabo, Puerto Rico","24","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/cd/AprilCarri%C3%B3nS6CastMug.png"
"F10S06C03","Q162","F10S06","F10","BenDeLaCreme","Seattle, Washington","31","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/df/BenDeLaCremeS6CastMug.png"
"F10S06C04","Q163","F10S06","F10","Bianca Del Rio","New York City, New York","37","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/e7/BiancaDelRioS6CastMug.png"
"F10S06C05","Q164","F10S06","F10","Courtney Act","West Hollywood, California","31","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f6/CourtneyActS6CastMug.png"
"F10S06C06","Q165","F10S06","F10","Darienne Lake","Rochester, New York","41","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/61/DarienneLakeS6CastMug.png"
"F10S06C07","Q166","F10S06","F10","Gia Gunn","Chicago, Illinois","23","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/2a/GiaGunnS6CastMug.png"
"F10S06C08","Q167","F10S06","F10","Joslyn Fox","Worcester, Massachusetts","26","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/dc/JoslynFoxS6CastMug.png"
"F10S06C09","Q168","F10S06","F10","Kelly Mantle","Los Angeles, California","37","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/ab/KellyMantleS6CastMug.png"
"F10S06C10","Q169","F10S06","F10","Laganja Estranja","Los Angeles, California","24","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/5/55/LaganjaEstranjaS6CastMug.png"
"F10S06C11","Q170","F10S06","F10","Magnolia Crawford","Seattle, Washington","28","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/43/MagnoliaCrawfordS6CastMug.png"
"F10S06C12","Q171","F10S06","F10","Milk","New York City, New York","25","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/72/MilkS6CastMug.png"
"F10S06C13","Q172","F10S06","F10","Trinity K. Bonet","Atlanta, Georgia","22","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/00/TrinityKBonetS6CastMug.png"
"F10S06C14","Q173","F10S06","F10","Vivacious","New York City, New York","40","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/1f/VivaciousS6CastMug.png"
"F10S07C01","Q174","F10S07","F10","Ginger Minj","Orlando, Florida","29","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/1d/GingerMinjS7CastMug.png"
"F10S07C02","Q175","F10S07","F10","Jaidynn Diore Fierce","Nashville, Tennessee","25","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/5/50/JaidynnDioreFierceS7CastMug.png"
"F10S07C03","Q176","F10S07","F10","Jasmine Masters","Los Angeles, California","37","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/19/JasmineMastersS7CastMug.png"
"F10S07C04","Q177","F10S07","F10","Kandy Ho","Cayey, Puerto Rico","28","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/e1/KandyHoS7CastMug.png"
"F10S07C05","Q178","F10S07","F10","Katya","Boston, Massachusetts","32","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/23/KatyaS7CastMug.png"
"F10S07C06","Q179","F10S07","F10","Kennedy Davenport","Dallas, Texas","33","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/83/KennedyDavenportS7CastMug.png"
"F10S07C07","Q180","F10S07","F10","Max","Hudson, Wisconsin","22","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/27/MaxS7CastMug.png"
"F10S07C08","Q181","F10S07","F10","Miss Fame","New York City, New York","29","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/95/MissFameS7CastMug.png"
"F10S07C09","Q182","F10S07","F10","Mrs. Kasha Davis","Rochester, New York","43","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/91/MrsKashaDavisS7CastMug.png"
"F10S07C10","Q183","F10S07","F10","Pearl","New York City, New York","23","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/c0/PearlS7CastMug.png"
"F10S07C11","Q184","F10S07","F10","Sasha Belle","Iowa City, Iowa","28","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/21/SashaBelleS7CastMug.png"
"F10S07C12","Q185","F10S07","F10","Tempest DuJour","Tucson, Arizona","46","14th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/9f/TempestDuJourS7CastMug.png"
"F10S07C13","Q186","F10S07","F10","Trixie Mattel","Milwaukee, Wisconsin","24","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/6d/TrixieMattelS7CastMug.png"
"F10S07C14","Q187","F10S07","F10","Violet Chachki","Atlanta, Georgia","22","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/c7/VioletChachkiS7CastMug.png"
"F10S08C01","Q205","F10S08","F10","Acid Betty","New York City, New York","37","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/0b/AcidBettyS8CastMug.jpg"
"F10S08C02","Q206","F10S08","F10","Bob the Drag Queen","New York City, New York","29","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/1a/BobTheDragQueenS8CastMug.jpg"
"F10S08C03","Q207","F10S08","F10","Chi Chi DeVayne","Shreveport, Louisiana","29","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/2a/ChiChiDeVayneS8CastMug.jpg"
"F10S08C04","Q208","F10S08","F10","Cynthia Lee Fontaine","Austin, Texas","34","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/28/CynthiaLeeFontaineS8CastMug.jpg"
"F10S08C05","Q209","F10S08","F10","Dax ExclamationPoint","Savannah, Georgia","31","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/8b/DaxExclamationPointS8CastMug.jpg"
"F10S08C06","Q210","F10S08","F10","Derrick Barry","Las Vegas, Nevada","32","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/aa/DerrickBarryS8CastMug.jpg"
"F10S08C07","Q211","F10S08","F10","Kim Chi","Chicago, Illinois","27","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/5/5b/KimChiS8CastMug.jpg"
"F10S08C08","Q212","F10S08","F10","Laila McQueen","Gloucester, Massachusetts","22","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/a0/LailaMcQueenS8CastMug.jpg"
"F10S08C09","Q213","F10S08","F10","Naomi Smalls","Redlands, California","21","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/13/NaomiSmallsS8CastMug.jpg"
"F10S08C10","Q214","F10S08","F10","Naysha Lopez","Chicago, Illinois","31","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/ac/NayshaLopezS8CastMug.jpg"
"F10S08C11","Q215","F10S08","F10","Robbie Turner","Seattle, Washington","33","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f0/RobbieTurnerS8CastMug.jpg"
"F10S08C12","Q216","F10S08","F10","Thorgy Thor","New York City, New York","31","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/27/ThorgyThorS8CastMug.jpg"
"F10S09C01","Q217","F10S09","F10","Aja","New York City, New York","22","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/ed/AjaS9CastMug.jpg"
"F10S09C02","Q218","F10S09","F10","Alexis Michelle","New York City, New York","32","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/4c/AlexisMichelleS9CastMug.jpg"
"F10S09C03","Q219","F10S09","F10","Charlie Hides","London, United Kingdom[f]","52","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/1f/CharlieHidesS9CastMug.jpg"
"F10S09C04","Q208","F10S09","F10","Cynthia Lee Fontaine","Austin, Texas","35","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/3/35/CynthiaLeeFontaineS9CastMug.jpg"
"F10S09C05","Q220","F10S09","F10","Eureka","Johnson City, Tennessee","25","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/6b/EurekaS9CastMug.jpg"
"F10S09C06","Q221","F10S09","F10","Farrah Moan","Las Vegas, Nevada","23","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/1a/FarrahMoanS9CastMug.jpg"
"F10S09C07","Q222","F10S09","F10","Jaymes Mansfield","Milwaukee, Wisconsin","26","14th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/5/53/JaymesMansfieldS9CastMug.jpg"
"F10S09C08","Q223","F10S09","F10","Kimora Blac","Las Vegas, Nevada","27","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/3/39/KimoraBlacS9CastMug.jpg"
"F10S09C09","Q224","F10S09","F10","Nina Bo'nina Brown","Riverdale, Georgia","34","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/c/cd/NinaBo%27ninaBrownS9CastMug.jpg"
"F10S09C10","Q225","F10S09","F10","Peppermint","New York City, New York","37","Runner-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/25/PeppermintS9CastMug.jpg"
"F10S09C11","Q226","F10S09","F10","Sasha Velour","New York City, New York","29","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/3/3a/SashaVelourS9CastMug.jpg"
"F10S09C12","Q227","F10S09","F10","Shea Couleé","Chicago, Illinois","27","3rd place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/2/2a/SheaCoule%C3%A9S9CastMug.jpg"
"F10S09C13","Q228","F10S09","F10","Trinity Taylor","Orlando, Florida","31","3rd place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/9d/TrinityTaylorS9CastMug.jpg"
"F10S09C14","Q229","F10S09","F10","Valentina","Los Angeles, California","25","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/83/ValentinaS9CastMug.jpg"
"F10S10C01","Q240","F10S10","F10","Aquaria","New York City, New York","21","Winner","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/a/a9/AquariaS10CastMug.jpg"
"F10S10C02","Q241","F10S10","F10","Asia O'Hara","Dallas, Texas","35","4th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/09/AsiaO%27HaraS10CastMug.jpg"
"F10S10C03","Q242","F10S10","F10","Blair St. Clair","Indianapolis, Indiana","22","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/e8/BlairStClairS10CastMug.jpg"
"F10S10C04","Q243","F10S10","F10","Dusty Ray Bottoms","New York City, New York","29","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/9c/DustyRayBottomsS10CastMug.jpg"
"F10S10C05","Q220","F10S10","F10","Eureka","Johnson City, Tennessee","27","Runners-up",""
"F10S10C06","Q244","F10S10","F10","Kalorie Karbdashian Williams","Albuquerque, New Mexico","27","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/1/15/KalorieKarbdashianWilliamsS10CastMug.jpg"
"F10S10C07","Q245","F10S10","F10","Kameron Michaels","Nashville, Tennessee","31","Runners-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/6a/KameronMichaelsS10CastMug.jpg"
"F10S10C08","Q246","F10S10","F10","Mayhem Miller","Riverside, California","35","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/96/MayhemMillerS10CastMug.jpg"
"F10S10C09","Q247","F10S10","F10","Miz Cracker","New York City, New York","33","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/dc/MizCrackerS10CastMug.jpg"
"F10S10C10","Q249","F10S10","F10","Monét X Change","New York City, New York","27","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/ea/Mon%C3%A9tXChangeS10CastMug.jpg"
"F10S10C11","Q248","F10S10","F10","Monique Heart","Kansas City, Missouri","31","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/fe/MoniqueHeartS10CastMug.jpg"
"F10S10C12","Q250","F10S10","F10","The Vixen","Chicago, Illinois","26","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f0/TheVixenS10CastMug.jpg"
"F10S10C13","Q251","F10S10","F10","Vanessa Vanjie Mateo","Tampa, Florida","25","14th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/06/VanessaVanjieMateoS10CastMug.jpg"
"F10S10C14","Q252","F10S10","F10","Yuhua Hamasaki","New York City, New York","27","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/6/62/YuhuaHamasakiS10CastMug.jpg"
"F10S11C01","Q274","F10S11","F10","A'keria C. Davenport","Dallas, Texas","30","3rd place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/3/3a/A%27keriaCDavenportS11CastMug.jpg"
"F10S11C02","Q275","F10S11","F10","Ariel Versace","Cherry Hill, New Jersey","26","11th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/42/ArielVersaceS11CastMug.jpg"
"F10S11C03","Q276","F10S11","F10","Brooke Lynn Hytes","Nashville, Tennessee","32","Runner-up","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/7/75/BrookeLynnHytesS11CastMug.jpg"
"F10S11C04","Q277","F10S11","F10","Honey Davenport","New York City, New York","32","13th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f1/HoneyDavenportS11CastMug.jpg"
"F10S11C05","Q278","F10S11","F10","Kahanna Montrese","Las Vegas, Nevada","25","14th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/8c/KahannaMontreseS11CastMug.jpg"
"F10S11C06","Q279","F10S11","F10","Mercedes Iman Diamond","Minneapolis, Minnesota","31","12th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/8/8c/MercedesImanDiamondS11CastMug.jpg"
"F10S11C07","Q280","F10S11","F10","Nina West","Columbus, Ohio","39","6th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/9/97/NinaWestS11CastMug.jpg"
"F10S11C08","Q281","F10S11","F10","Plastique Tiara","Dallas, Texas","21","8th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/4/44/PlastiqueTiaraS11CastMug.jpg"
"F10S11C09","Q282","F10S11","F10","Ra'Jah O'Hara","Dallas, Texas","33","9th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/f/f8/Ra%27JahO%27HaraS11CastMug.jpg"
"F10S11C10","Q283","F10S11","F10","Scarlet Envy","New York City, New York","26","10th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/3/3b/ScarletEnvyS11CastMug.jpg"
"F10S11C11","Q284","F10S11","F10","Shuga Cain","New York City, New York","40","7th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/d/d5/ShugaCainS11CastMug.jpg"
"F10S11C12","Q285","F10S11","F10","Silky Nutmeg Ganache","Chicago, Illinois","28","3rd place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/5/5e/SilkyNutmegGanacheS11CastMug.jpg"
"F10S11C13","Q286","F10S11","F10","Soju","Chicago, Illinois","27","15th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/0/02/SojuS11CastMug.jpg"
"F10S11C14","Q251","F10S11","F10","Vanessa Vanjie Mateo","Los Angeles, California","26","5th place","https://static.wikia.nocookie.net/logosrupaulsdragrace/images/e/e8/VanessaVanjieMateoS11CastMug.jpg"
